ideGeracaoFonte,nomFonteGeracao,mdaEnergiaDespachadaGWh,mesReferencia,anoReferencia,dthProcessamento
585,Carvao,509.5170382608,11,2004,
586,Eolicas,0E-10,11,2004,
587,Biomassas,0E-10,11,2004,
588,Nuclear,1109.3290386956,11,2004,
589,Residuos Processos Industriais,0E-10,11,2004,
590,Energia produzida fora do SIN,,11,2004,
591,Hidreletricas exclusive Itaipu,23555.6168900000,12,2004,
592,Itaipu,7644.5647000000,12,2004,
593,Oleo Diesel / Combustivel,9.5099700000,12,2004,
594,Gas Natural,1234.6288200000,12,2004,
595,Carvao,535.8242900000,12,2004,
596,Eolicas,0E-10,12,2004,
597,Biomassas,0E-10,12,2004,
598,Nuclear,396.5538000000,12,2004,
599,Residuos Processos Industriais,0E-10,12,2004,
600,Energia produzida fora do SIN,,12,2004,
601,Hidreletricas exclusive Itaipu,24312.0281800000,1,2005,
602,Itaipu,7435.1353000000,1,2005,
603,Oleo Diesel / Combustivel,62.2667300000,1,2005,
604,Gas Natural,1229.1106300000,1,2005,
605,Carvao,494.7705100000,1,2005,
606,Eolicas,0E-10,1,2005,
607,Biomassas,0E-10,1,2005,
608,Nuclear,364.6441100000,1,2005,
609,Residuos Processos Industriais,0E-10,1,2005,
610,Energia produzida fora do SIN,,1,2005,
611,Hidreletricas exclusive Itaipu,22833.7613229167,2,2005,
612,Itaipu,6603.7740027976,2,2005,
613,Oleo Diesel / Combustivel,78.1699314583,2,2005,
614,Gas Natural,851.5371054464,2,2005,
615,Carvao,500.5377611011,2,2005,
616,Eolicas,0E-10,2,2005,
617,Biomassas,0E-10,2,2005,
618,Nuclear,360.3696675595,2,2005,
619,Residuos Processos Industriais,0E-10,2,2005,
620,Energia produzida fora do SIN,,2,2005,
621,Hidreletricas exclusive Itaipu,26117.0484900000,3,2005,
622,Itaipu,7166.0518000000,3,2005,
623,Oleo Diesel / Combustivel,122.5101200000,3,2005,
624,Gas Natural,1144.1122000000,3,2005,
625,Carvao,716.2598700000,3,2005,
626,Eolicas,0E-10,3,2005,
627,Biomassas,0.1308000000,3,2005,
628,Nuclear,0.4523600000,3,2005,
629,Residuos Processos Industriais,0E-10,3,2005,
630,Energia produzida fora do SIN,,3,2005,
631,Hidreletricas exclusive Itaipu,23747.9452800000,4,2005,
632,Itaipu,7365.8463000000,4,2005,
633,Oleo Diesel / Combustivel,86.1187200000,4,2005,
634,Gas Natural,975.2256500000,4,2005,
635,Carvao,659.4653100000,4,2005,
636,Eolicas,0E-10,4,2005,
637,Biomassas,0E-10,4,2005,
638,Nuclear,834.2625300000,4,2005,
639,Residuos Processos Industriais,0E-10,4,2005,
640,Energia produzida fora do SIN,,4,2005,
641,Hidreletricas exclusive Itaipu,23549.5217500000,5,2005,
642,Itaipu,6940.8814000000,5,2005,
643,Oleo Diesel / Combustivel,69.6773800000,5,2005,
644,Gas Natural,961.4758000000,5,2005,
645,Carvao,546.3809300000,5,2005,
646,Eolicas,0E-10,5,2005,
647,Biomassas,0E-10,5,2005,
648,Nuclear,1169.6531700000,5,2005,
649,Residuos Processos Industriais,0E-10,5,2005,
650,Energia produzida fora do SIN,,5,2005,
651,Hidreletricas exclusive Itaipu,23357.9493500000,6,2005,
652,Itaipu,6351.0199000000,6,2005,
653,Oleo Diesel / Combustivel,24.2416900000,6,2005,
654,Gas Natural,876.3017860000,6,2005,
655,Carvao,454.5377900000,6,2005,
656,Eolicas,0E-10,6,2005,
657,Biomassas,0E-10,6,2005,
658,Nuclear,1221.8314100000,6,2005,
659,Residuos Processos Industriais,0E-10,6,2005,
660,Energia produzida fora do SIN,,6,2005,
661,Hidreletricas exclusive Itaipu,23376.9332100000,7,2005,
662,Itaipu,6601.4875000000,7,2005,
663,Oleo Diesel / Combustivel,120.3265200000,7,2005,
664,Gas Natural,927.0034300000,7,2005,
665,Carvao,514.5793400000,7,2005,
666,Eolicas,0E-10,7,2005,
667,Biomassas,0E-10,7,2005,
668,Nuclear,1039.5896900000,7,2005,
669,Residuos Processos Industriais,0E-10,7,2005,
670,Energia produzida fora do SIN,,7,2005,
671,Hidreletricas exclusive Itaipu,24339.9166750000,8,2005,
672,Itaipu,6624.9429000000,8,2005,
673,Oleo Diesel / Combustivel,118.5543100000,8,2005,
674,Gas Natural,1061.7703700000,8,2005,
675,Carvao,518.6567300000,8,2005,
676,Eolicas,0E-10,8,2005,
677,Biomassas,0E-10,8,2005,
678,Nuclear,1188.5614200000,8,2005,
679,Residuos Processos Industriais,0E-10,8,2005,
680,Energia produzida fora do SIN,,8,2005,
681,Hidreletricas exclusive Itaipu,23780.7143500000,9,2005,
682,Itaipu,6159.3328000000,9,2005,
683,Oleo Diesel / Combustivel,92.3062600000,9,2005,
684,Gas Natural,1017.9681870000,9,2005,
685,Carvao,410.1327300000,9,2005,
686,Eolicas,0E-10,9,2005,
687,Biomassas,0E-10,9,2005,
688,Nuclear,1208.0193600000,9,2005,
689,Residuos Processos Industriais,0E-10,9,2005,
690,Energia produzida fora do SIN,,9,2005,
691,Hidreletricas exclusive Itaipu,24796.2951324708,10,2005,
692,Itaipu,6672.2268180216,10,2005,
693,Oleo Diesel / Combustivel,53.3899826447,10,2005,
694,Gas Natural,1428.4310903609,10,2005,
695,Carvao,344.9275845511,10,2005,
696,Eolicas,0E-10,10,2005,
697,Biomassas,0E-10,10,2005,
698,Nuclear,1171.5364123679,10,2005,
699,Residuos Processos Industriais,0E-10,10,2005,
700,Energia produzida fora do SIN,,10,2005,
701,Hidreletricas exclusive Itaipu,23752.2008080000,11,2005,
702,Itaipu,6485.5226640000,11,2005,
703,Oleo Diesel / Combustivel,34.0134390000,11,2005,
704,Gas Natural,1487.6785090000,11,2005,
705,Carvao,468.6221350000,11,2005,
706,Eolicas,0E-10,11,2005,
707,Biomassas,0E-10,11,2005,
708,Nuclear,965.3502700000,11,2005,
709,Residuos Processos Industriais,0E-10,11,2005,
710,Energia produzida fora do SIN,,11,2005,
711,Hidreletricas exclusive Itaipu,24606.0965600000,12,2005,
712,Itaipu,7330.1688300000,12,2005,
713,Oleo Diesel / Combustivel,97.7309900000,12,2005,
714,Gas Natural,1375.6608160000,12,2005,
715,Carvao,478.4312700000,12,2005,
716,Eolicas,0E-10,12,2005,
717,Biomassas,0E-10,12,2005,
718,Nuclear,331.1744800000,12,2005,
719,Residuos Processos Industriais,0E-10,12,2005,
720,Energia produzida fora do SIN,,12,2005,
721,Hidreletricas exclusive Itaipu,25678.5228100000,1,2006,
722,Itaipu,7676.2548800000,1,2006,
723,Oleo Diesel / Combustivel,84.7833200000,1,2006,
724,Gas Natural,1281.5938100000,1,2006,
725,Carvao,483.9010700000,1,2006,
726,Eolicas,0E-10,1,2006,
727,Biomassas,0E-10,1,2006,
728,Nuclear,325.6382800000,1,2006,
729,Residuos Processos Industriais,0E-10,1,2006,
730,Energia produzida fora do SIN,827.5252520000,1,2006,
731,Hidreletricas exclusive Itaipu,23350.7103993303,2,2006,
732,Itaipu,6745.7446647470,2,2006,
733,Oleo Diesel / Combustivel,72.2973855357,2,2006,
734,Gas Natural,1246.6926087261,2,2006,
735,Carvao,479.8990143154,2,2006,
736,Eolicas,0E-10,2,2006,
737,Biomassas,0E-10,2,2006,
738,Nuclear,884.4324240773,2,2006,
739,Residuos Processos Industriais,0E-10,2,2006,
740,Energia produzida fora do SIN,762.6348750000,2,2006,
741,Hidreletricas exclusive Itaipu,26650.5173900000,3,2006,
742,Itaipu,7303.4411200000,3,2006,
743,Oleo Diesel / Combustivel,95.2552300000,3,2006,
744,Gas Natural,1169.0530300000,3,2006,
745,Carvao,599.6449700000,3,2006,
746,Eolicas,0E-10,3,2006,
747,Biomassas,0E-10,3,2006,
748,Nuclear,1275.5056100000,3,2006,
749,Residuos Processos Industriais,0E-10,3,2006,
750,Energia produzida fora do SIN,893.8057010000,3,2006,
751,Hidreletricas exclusive Itaipu,24403.7774800000,4,2006,
752,Itaipu,7034.4192300000,4,2006,
753,Oleo Diesel / Combustivel,68.4695100000,4,2006,
754,Gas Natural,606.2620100000,4,2006,
755,Carvao,553.9062400000,4,2006,
756,Eolicas,0E-10,4,2006,
757,Biomassas,0E-10,4,2006,
758,Nuclear,1179.2371300000,4,2006,
759,Residuos Processos Industriais,0E-10,4,2006,
760,Energia produzida fora do SIN,813.8114300000,4,2006,
761,Hidreletricas exclusive Itaipu,24367.6046200000,5,2006,
762,Itaipu,7237.2822600000,5,2006,
763,Oleo Diesel / Combustivel,74.6582400000,5,2006,
764,Gas Natural,799.3814300000,5,2006,
765,Carvao,624.4646700000,5,2006,
766,Eolicas,0.2551388281,5,2006,
767,Biomassas,0E-10,5,2006,
768,Nuclear,1130.6449200000,5,2006,
769,Residuos Processos Industriais,0E-10,5,2006,
770,Energia produzida fora do SIN,875.5098700000,5,2006,
771,Hidreletricas exclusive Itaipu,23684.4778300000,6,2006,
772,Itaipu,7058.1087200000,6,2006,
773,Oleo Diesel / Combustivel,81.5635300000,6,2006,
774,Gas Natural,720.2516200000,6,2006,
775,Carvao,596.8422200000,6,2006,
776,Eolicas,3.5658500000,6,2006,
777,Biomassas,0E-10,6,2006,
778,Nuclear,1005.7471100000,6,2006,
779,Residuos Processos Industriais,0E-10,6,2006,
780,Energia produzida fora do SIN,897.5020400000,6,2006,
781,Hidreletricas exclusive Itaipu,23927.8057100000,7,2006,
782,Itaipu,7345.9703700000,7,2006,
783,Oleo Diesel / Combustivel,98.1481200000,7,2006,
784,Gas Natural,959.7929400000,7,2006,
785,Carvao,656.0769800000,7,2006,
786,Eolicas,8.0413800000,7,2006,
787,Biomassas,0E-10,7,2006,
788,Nuclear,1322.4736500000,7,2006,
789,Residuos Processos Industriais,0E-10,7,2006,
790,Energia produzida fora do SIN,946.8850240000,7,2006,
791,Hidreletricas exclusive Itaipu,25109.8910100000,8,2006,
792,Itaipu,7275.5037600000,8,2006,
793,Oleo Diesel / Combustivel,88.6619000000,8,2006,
794,Gas Natural,1011.6778600000,8,2006,
795,Carvao,631.1893100000,8,2006,
796,Eolicas,13.3427800000,8,2006,
797,Biomassas,0E-10,8,2006,
798,Nuclear,1328.7432600000,8,2006,
799,Residuos Processos Industriais,0E-10,8,2006,
800,Energia produzida fora do SIN,1001.9594280000,8,2006,
801,Hidreletricas exclusive Itaipu,23631.4770800000,9,2006,
802,Itaipu,6873.2112600000,9,2006,
803,Oleo Diesel / Combustivel,30.8446800000,9,2006,
804,Gas Natural,1281.6984440000,9,2006,
805,Carvao,650.6913300000,9,2006,
806,Eolicas,20.1285500000,9,2006,
807,Biomassas,0E-10,9,2006,
808,Nuclear,1324.1660100000,9,2006,
809,Residuos Processos Industriais,0E-10,9,2006,
810,Energia produzida fora do SIN,966.3220350000,9,2006,
811,Hidreletricas exclusive Itaipu,24992.3465752016,10,2006,
812,Itaipu,6930.8132829166,10,2006,
813,Oleo Diesel / Combustivel,4.3525918682,10,2006,
814,Gas Natural,1422.5648929077,10,2006,
815,Carvao,607.4539707258,10,2006,
816,Eolicas,34.0275524865,10,2006,
817,Biomassas,0E-10,10,2006,
818,Nuclear,1360.1441587500,10,2006,
819,Residuos Processos Industriais,0E-10,10,2006,
820,Energia produzida fora do SIN,1029.5995060000,10,2006,
821,Hidreletricas exclusive Itaipu,25121.6325039131,11,2006,
822,Itaipu,6921.9807000000,11,2006,
823,Oleo Diesel / Combustivel,0E-10,11,2006,
824,Gas Natural,958.7110717391,11,2006,
825,Carvao,441.2037891304,11,2006,
826,Eolicas,33.1119965217,11,2006,
827,Biomassas,0E-10,11,2006,
828,Nuclear,1255.4542073913,11,2006,
829,Residuos Processos Industriais,0E-10,11,2006,
830,Energia produzida fora do SIN,952.6374380000,11,2006,
831,Hidreletricas exclusive Itaipu,25729.4703200000,12,2006,
832,Itaipu,7198.3289200000,12,2006,
833,Oleo Diesel / Combustivel,0.0103200000,12,2006,
834,Gas Natural,1285.3312200000,12,2006,
835,Carvao,361.2397100000,12,2006,
836,Eolicas,34.4325200000,12,2006,
837,Biomassas,0E-10,12,2006,
838,Nuclear,1361.8388700000,12,2006,
839,Residuos Processos Industriais,0E-10,12,2006,
840,Energia produzida fora do SIN,948.9056630000,12,2006,
841,Hidreletricas exclusive Itaipu,26779.0175500000,1,2007,
842,Itaipu,7572.5841600000,1,2007,
843,Oleo Diesel / Combustivel,0E-10,1,2007,
844,Gas Natural,772.6635800000,1,2007,
845,Carvao,427.9501200000,1,2007,
846,Eolicas,32.8939500000,1,2007,
847,Biomassas,0E-10,1,2007,
848,Nuclear,1001.4052800000,1,2007,
849,Residuos Processos Industriais,0E-10,1,2007,
850,Energia produzida fora do SIN,933.4308920000,1,2007,
851,Hidreletricas exclusive Itaipu,25613.1869372470,2,2007,
852,Itaipu,6341.6392609523,2,2007,
853,Oleo Diesel / Combustivel,46.3354591220,2,2007,
854,Gas Natural,511.4977764136,2,2007,
855,Carvao,321.5706767559,2,2007,
856,Eolicas,29.3055947172,2,2007,
857,Biomassas,0E-10,2,2007,
858,Nuclear,726.7756043154,2,2007,
859,Residuos Processos Industriais,0E-10,2,2007,
860,Energia produzida fora do SIN,874.8147730000,2,2007,
861,Hidreletricas exclusive Itaipu,29284.6016560000,3,2007,
862,Itaipu,7627.4408400000,3,2007,
863,Oleo Diesel / Combustivel,68.2221500000,3,2007,
864,Gas Natural,574.4065900000,3,2007,
865,Carvao,403.2109000000,3,2007,
866,Eolicas,17.7689900000,3,2007,
867,Biomassas,0E-10,3,2007,
868,Nuclear,689.0575900000,3,2007,
869,Residuos Processos Industriais,0E-10,3,2007,
870,Energia produzida fora do SIN,1057.8849210000,3,2007,
871,Hidreletricas exclusive Itaipu,27145.2831700000,4,2007,
872,Itaipu,7294.9102200000,4,2007,
873,Oleo Diesel / Combustivel,39.8638100000,4,2007,
874,Gas Natural,628.6737100000,4,2007,
875,Carvao,349.9879600000,4,2007,
876,Eolicas,28.6527500000,4,2007,
877,Biomassas,0E-10,4,2007,
878,Nuclear,579.8772700000,4,2007,
879,Residuos Processos Industriais,0E-10,4,2007,
880,Energia produzida fora do SIN,931.4768190000,4,2007,
881,Hidreletricas exclusive Itaipu,27905.3358700000,5,2007,
882,Itaipu,6414.7537800000,5,2007,
883,Oleo Diesel / Combustivel,12.9914400000,5,2007,
884,Gas Natural,369.1188300000,5,2007,
885,Carvao,299.0099400000,5,2007,
886,Eolicas,31.9675100000,5,2007,
887,Biomassas,0E-10,5,2007,
888,Nuclear,1077.6196000000,5,2007,
889,Residuos Processos Industriais,12.8746100000,5,2007,
890,Energia produzida fora do SIN,961.9755880000,5,2007,
891,Hidreletricas exclusive Itaipu,26313.1549900000,6,2007,
892,Itaipu,6415.3432400000,6,2007,
893,Oleo Diesel / Combustivel,27.0172000000,6,2007,
894,Gas Natural,434.4258400000,6,2007,
895,Carvao,587.7464750000,6,2007,
896,Eolicas,32.3009400000,6,2007,
897,Biomassas,0E-10,6,2007,
898,Nuclear,977.2348000000,6,2007,
899,Residuos Processos Industriais,49.2357500000,6,2007,
900,Energia produzida fora do SIN,941.6102670000,6,2007,
901,Hidreletricas exclusive Itaipu,26769.8371300000,7,2007,
902,Itaipu,6954.0821500000,7,2007,
903,Oleo Diesel / Combustivel,34.6302700000,7,2007,
904,Gas Natural,812.4348200000,7,2007,
905,Carvao,644.5155210000,7,2007,
906,Eolicas,36.6592000000,7,2007,
907,Biomassas,0E-10,7,2007,
908,Nuclear,993.2717400000,7,2007,
909,Residuos Processos Industriais,96.9704400000,7,2007,
910,Energia produzida fora do SIN,983.2751890000,7,2007,
911,Hidreletricas exclusive Itaipu,27268.7235400000,8,2007,
912,Itaipu,6894.5031100000,8,2007,
913,Oleo Diesel / Combustivel,48.6490800000,8,2007,
914,Gas Natural,823.2515200000,8,2007,
915,Carvao,649.2675000000,8,2007,
916,Eolicas,48.4450900000,8,2007,
917,Biomassas,0E-10,8,2007,
918,Nuclear,1321.2251800000,8,2007,
919,Residuos Processos Industriais,258.6343000000,8,2007,
920,Energia produzida fora do SIN,1017.7028320000,8,2007,
921,Hidreletricas exclusive Itaipu,25756.5300480000,9,2007,
922,Itaipu,6824.9576800000,9,2007,
923,Oleo Diesel / Combustivel,49.6126000000,9,2007,
924,Gas Natural,1173.1534900000,9,2007,
925,Carvao,585.1501700000,9,2007,
926,Eolicas,34.7622400000,9,2007,
927,Biomassas,0E-10,9,2007,
928,Nuclear,1205.4867700000,9,2007,
929,Residuos Processos Industriais,184.8023300000,9,2007,
930,Energia produzida fora do SIN,1002.2373880000,9,2007,
931,Hidreletricas exclusive Itaipu,27694.7674256539,10,2007,
932,Itaipu,6843.8983317514,10,2007,
933,Oleo Diesel / Combustivel,19.6291612096,10,2007,
934,Gas Natural,1253.8748769167,10,2007,
935,Carvao,660.1095474994,10,2007,
936,Eolicas,47.0160083450,10,2007,
937,Biomassas,0E-10,10,2007,
938,Nuclear,1217.5760795482,10,2007,
939,Residuos Processos Industriais,288.8728018823,10,2007,
940,Energia produzida fora do SIN,1052.9319690000,10,2007,
941,Hidreletricas exclusive Itaipu,25597.6937500000,11,2007,
942,Itaipu,7084.2324300000,11,2007,
943,Oleo Diesel / Combustivel,7.4634400000,11,2007,
944,Gas Natural,1493.6588600000,11,2007,
945,Carvao,610.9361900000,11,2007,
946,Eolicas,33.2031500000,11,2007,
947,Biomassas,0E-10,11,2007,
948,Nuclear,1295.7844400000,11,2007,
949,Residuos Processos Industriais,272.5396300000,11,2007,
950,Energia produzida fora do SIN,1021.8631090000,11,2007,
951,Hidreletricas exclusive Itaipu,26497.4496200000,12,2007,
952,Itaipu,7055.2860900000,12,2007,
953,Oleo Diesel / Combustivel,74.9286200000,12,2007,
954,Gas Natural,1734.1474600000,12,2007,
955,Carvao,654.6183300000,12,2007,
956,Eolicas,35.4209900000,12,2007,
957,Biomassas,0E-10,12,2007,
958,Nuclear,1264.4594700000,12,2007,
959,Residuos Processos Industriais,285.0487400000,12,2007,
960,Energia produzida fora do SIN,966.6139240000,12,2007,
961,Hidreletricas exclusive Itaipu,25672.4109700000,1,2008,
962,Itaipu,7315.6467800000,1,2008,
963,Oleo Diesel / Combustivel,390.2430300000,1,2008,
964,Gas Natural,2190.3974200000,1,2008,
965,Carvao,645.4319700000,1,2008,
966,Eolicas,40.9262200000,1,2008,
967,Biomassas,23.0135400000,1,2008,
968,Nuclear,1302.2010900000,1,2008,
969,Residuos Processos Industriais,279.3580700000,1,2008,
970,Energia produzida fora do SIN,1043.1448500000,1,2008,
971,Hidreletricas exclusive Itaipu,24307.9382207040,2,2008,
972,Itaipu,6597.8960148850,2,2008,
973,Oleo Diesel / Combustivel,412.4328858045,2,2008,
974,Gas Natural,2499.9218083908,2,2008,
975,Carvao,641.9371602298,2,2008,
976,Eolicas,32.1419647270,2,2008,
977,Biomassas,25.4751196695,2,2008,
978,Nuclear,1121.8619480316,2,2008,
979,Residuos Processos Industriais,280.9479517097,2,2008,
980,Energia produzida fora do SIN,1025.8299470000,2,2008,
981,Hidreletricas exclusive Itaipu,26265.8295100000,3,2008,
982,Itaipu,7565.7686700000,3,2008,
983,Oleo Diesel / Combustivel,374.2606400000,3,2008,
984,Gas Natural,2511.9272400000,3,2008,
985,Carvao,583.9349500000,3,2008,
986,Eolicas,25.3705600000,3,2008,
987,Biomassas,23.0647000000,3,2008,
988,Nuclear,998.3621400000,3,2008,
989,Residuos Processos Industriais,311.1508800000,3,2008,
990,Energia produzida fora do SIN,1111.1667830000,3,2008,
991,Hidreletricas exclusive Itaipu,25758.7587100000,4,2008,
992,Itaipu,7446.5426000000,4,2008,
993,Oleo Diesel / Combustivel,193.9575800000,4,2008,
994,Gas Natural,2112.4558700000,4,2008,
995,Carvao,386.5667200000,4,2008,
996,Eolicas,18.6591300000,4,2008,
997,Biomassas,4.8757700000,4,2008,
998,Nuclear,1089.7515800000,4,2008,
999,Residuos Processos Industriais,353.5674900000,4,2008,
1000,Energia produzida fora do SIN,1126.7586090000,4,2008,
1001,Hidreletricas exclusive Itaipu,26234.5701300000,5,2008,
1002,Itaipu,7608.2430600000,5,2008,
1003,Oleo Diesel / Combustivel,230.0783600000,5,2008,
1004,Gas Natural,1839.0506600000,5,2008,
1005,Carvao,502.0034000000,5,2008,
1006,Eolicas,35.9787600000,5,2008,
1007,Biomassas,0.0393600000,5,2008,
1008,Nuclear,737.1640600000,5,2008,
1009,Residuos Processos Industriais,333.9144300000,5,2008,
1010,Energia produzida fora do SIN,1114.2249510000,5,2008,
1011,Hidreletricas exclusive Itaipu,25737.1807300000,6,2008,
1012,Itaipu,7541.5375800000,6,2008,
1013,Oleo Diesel / Combustivel,360.0424400000,6,2008,
1014,Gas Natural,1846.1419300000,6,2008,
1015,Carvao,628.1419700000,6,2008,
1016,Eolicas,32.5435300000,6,2008,
1017,Biomassas,5.5086500000,6,2008,
1018,Nuclear,567.4598500000,6,2008,
1019,Residuos Processos Industriais,267.0410700000,6,2008,
1020,Energia produzida fora do SIN,1058.6691710000,6,2008,
1021,Hidreletricas exclusive Itaipu,26084.4376000000,7,2008,
1022,Itaipu,7153.1433400000,7,2008,
1023,Oleo Diesel / Combustivel,57.2739200000,7,2008,
1024,Gas Natural,1847.2485300000,7,2008,
1025,Carvao,563.8677500000,7,2008,
1026,Eolicas,23.7306800000,7,2008,
1027,Biomassas,6.4576300000,7,2008,
1028,Nuclear,1385.1578300000,7,2008,
1029,Residuos Processos Industriais,272.9172400000,7,2008,
1030,Energia produzida fora do SIN,1177.6661930000,7,2008,
1031,Hidreletricas exclusive Itaipu,25947.3680900000,8,2008,
1032,Itaipu,8158.3905900000,8,2008,
1033,Oleo Diesel / Combustivel,23.7790400000,8,2008,
1034,Gas Natural,2026.4217900000,8,2008,
1035,Carvao,521.6232000000,8,2008,
1036,Eolicas,38.8697900000,8,2008,
1037,Biomassas,5.3891100000,8,2008,
1038,Nuclear,1367.7651000000,8,2008,
1039,Residuos Processos Industriais,272.0037800000,8,2008,
1040,Energia produzida fora do SIN,1247.1397490000,8,2008,
1041,Hidreletricas exclusive Itaipu,26177.1996000000,9,2008,
1042,Itaipu,6776.2170200000,9,2008,
1043,Oleo Diesel / Combustivel,0.3893500000,9,2008,
1044,Gas Natural,1950.2553600000,9,2008,
1045,Carvao,452.3210100000,9,2008,
1046,Eolicas,47.1486400000,9,2008,
1047,Biomassas,0.0593600000,9,2008,
1048,Nuclear,1344.8268400000,9,2008,
1049,Residuos Processos Industriais,249.7450300000,9,2008,
1050,Energia produzida fora do SIN,1182.4682640000,9,2008,
1051,Hidreletricas exclusive Itaipu,27265.0904314329,10,2008,
1052,Itaipu,7619.2077757620,10,2008,
1053,Oleo Diesel / Combustivel,20.6501470698,10,2008,
1054,Gas Natural,2153.3904538160,10,2008,
1055,Carvao,555.5546178932,10,2008,
1056,Eolicas,38.6162999924,10,2008,
1057,Biomassas,0E-10,10,2008,
1058,Nuclear,1360.2423327051,10,2008,
1059,Residuos Processos Industriais,237.1670866947,10,2008,
1060,Energia produzida fora do SIN,1211.3548770000,10,2008,
1061,Hidreletricas exclusive Itaipu,26231.2376900000,11,2008,
1062,Itaipu,6760.8381800000,11,2008,
1063,Oleo Diesel / Combustivel,0.5685500000,11,2008,
1064,Gas Natural,1792.6493700000,11,2008,
1065,Carvao,288.8449600000,11,2008,
1066,Eolicas,48.8954800000,11,2008,
1067,Biomassas,7.3351600000,11,2008,
1068,Nuclear,1314.4112600000,11,2008,
1069,Residuos Processos Industriais,134.9317700000,11,2008,
1070,Energia produzida fora do SIN,1109.9647920000,11,2008,
1071,Hidreletricas exclusive Itaipu,24823.1063100000,12,2008,
1072,Itaipu,6651.1073800000,12,2008,
1073,Oleo Diesel / Combustivel,11.0065900000,12,2008,
1074,Gas Natural,2172.0331600000,12,2008,
1075,Carvao,499.1382400000,12,2008,
1076,Eolicas,38.6690800000,12,2008,
1077,Biomassas,12.6582900000,12,2008,
1078,Nuclear,1386.9987600000,12,2008,
1079,Residuos Processos Industriais,168.5834600000,12,2008,
1080,Energia produzida fora do SIN,1071.8638370000,12,2008,
1081,Hidreletricas exclusive Itaipu,26872.1090400000,1,2009,
1082,Itaipu,6560.2483900000,1,2009,
1083,Oleo Diesel / Combustivel,2.4985900000,1,2009,
1084,Gas Natural,994.8702600000,1,2009,
1085,Carvao,421.9284800000,1,2009,
1086,Eolicas,32.7384400000,1,2009,
1087,Biomassas,6.7513309600,1,2009,
1088,Nuclear,1266.7308100000,1,2009,
1089,Residuos Processos Industriais,148.9546700000,1,2009,
1090,Energia produzida fora do SIN,1002.3529580000,1,2009,
1091,Hidreletricas exclusive Itaipu,25714.9055793601,2,2009,
1092,Itaipu,6659.2788265327,2,2009,
1093,Oleo Diesel / Combustivel,48.4843320982,2,2009,
1094,Gas Natural,655.3890421577,2,2009,
1095,Carvao,401.7070501190,2,2009,
1096,Eolicas,24.9392268005,2,2009,
1097,Biomassas,0.0016424404,2,2009,
1098,Nuclear,904.2189645833,2,2009,
1099,Residuos Processos Industriais,111.0772879761,2,2009,
1100,Energia produzida fora do SIN,913.4387110000,2,2009,
1101,Hidreletricas exclusive Itaipu,28896.2830200000,3,2009,
1102,Itaipu,7829.2602900000,3,2009,
1103,Oleo Diesel / Combustivel,71.1604100000,3,2009,
1104,Gas Natural,1016.9087600000,3,2009,
1105,Carvao,451.2872100000,3,2009,
1106,Eolicas,34.4428000000,3,2009,
1107,Biomassas,0E-10,3,2009,
1108,Nuclear,997.7668900000,3,2009,
1109,Residuos Processos Industriais,117.7578100000,3,2009,
1110,Energia produzida fora do SIN,1051.6092720000,3,2009,
1111,Hidreletricas exclusive Itaipu,26193.7691000000,4,2009,
1112,Itaipu,7529.0399900000,4,2009,
1113,Oleo Diesel / Combustivel,43.7183000000,4,2009,
1114,Gas Natural,527.6113300000,4,2009,
1115,Carvao,442.2295200000,4,2009,
1116,Eolicas,21.4899900000,4,2009,
1117,Biomassas,4.3461800000,4,2009,
1118,Nuclear,951.0614200000,4,2009,
1119,Residuos Processos Industriais,127.9732100000,4,2009,
1120,Energia produzida fora do SIN,1029.4133720000,4,2009,
1121,Hidreletricas exclusive Itaipu,26072.9291800000,5,2009,
1122,Itaipu,6806.2574000000,5,2009,
1123,Oleo Diesel / Combustivel,105.4939800000,5,2009,
1124,Gas Natural,1579.0940600000,5,2009,
1125,Carvao,535.3095000000,5,2009,
1126,Eolicas,26.6237100000,5,2009,
1127,Biomassas,29.2668000000,5,2009,
1128,Nuclear,1004.1009900000,5,2009,
1129,Residuos Processos Industriais,131.7475200000,5,2009,
1130,Energia produzida fora do SIN,1068.5190000000,5,2009,
1131,Hidreletricas exclusive Itaipu,24542.9072200000,6,2009,
1132,Itaipu,6887.7111000000,6,2009,
1133,Oleo Diesel / Combustivel,60.8425400000,6,2009,
1134,Gas Natural,1329.7585000000,6,2009,
1135,Carvao,542.4292000000,6,2009,
1136,Eolicas,36.9898300000,6,2009,
1137,Biomassas,23.1433300000,6,2009,
1138,Nuclear,1259.0629800000,6,2009,
1139,Residuos Processos Industriais,110.9351400000,6,2009,
1140,Energia produzida fora do SIN,1029.3441250000,6,2009,
1141,Hidreletricas exclusive Itaipu,26331.8809500000,7,2009,
1142,Itaipu,7779.7276800000,7,2009,
1143,Oleo Diesel / Combustivel,0.2379900000,7,2009,
1144,Gas Natural,649.3552600000,7,2009,
1145,Carvao,502.2055200000,7,2009,
1146,Eolicas,34.2708900000,7,2009,
1147,Biomassas,0.0959100000,7,2009,
1148,Nuclear,1346.6287900000,7,2009,
1149,Residuos Processos Industriais,121.2770000000,7,2009,
1150,Energia produzida fora do SIN,1133.1975870000,7,2009,
1151,Hidreletricas exclusive Itaipu,28074.2501700000,8,2009,
1152,Itaipu,7444.3306900000,8,2009,
1153,Oleo Diesel / Combustivel,3.7296100000,8,2009,
